word,jyutping,occured,ratio
冇,mou5,2,1.66699E-05
永遠,wing5jyun5,14,0.000116689
損毀,syun2wai2,1,8.33493E-06
飯,faan6,17,0.000141694
窮,kung4,3,2.50048E-05
攞,lo2,116,0.000966852
之外,zi1ngoi6,1,8.33493E-06
銀仔,ngan2zai2,2,1.66699E-05
斗令,dau2ling2,2,1.66699E-05
拎去,ling1heoi3,1,8.33493E-06
早嗰排,zou2go2paai4,1,8.33493E-06
發現,faat3jin6,14,0.000116689
摷,caau3,3,2.50048E-05
ei1,ei1,13,0.000108354
男人,naam4jan4,4,3.33397E-05
早,zou2,32,0.000266718
七幾年,cat1gei2nin4,1,8.33493E-06
六幾,luk6gei2,3,2.50048E-05
去到,heoi3dou3,23,0.000191703
七幾,cat1gei2,1,8.33493E-06
歲,seoi3,43,0.000358402
而,ji4,42,0.000350067
六幾年,luk6gei2nin4,2,1.66699E-05
細個,sai3go3,32,0.000266718
啱啱,aam1aam1,10,8.33493E-05
接觸,zip3zuk1,6,5.00096E-05
打,daa2,71,0.00059178
麻雀,maa4zoek2,5,4.16747E-05
得閒,dak1haan4,12,0.000100019
餸,sung3,3,2.50048E-05
幫,bong1,90,0.000750144
樓下,lau4haa6,8,6.66794E-05
包,baau1,2,1.66699E-05
煙,jin1,3,2.50048E-05
菜,coi3,3,2.50048E-05
斤,gan1,1,8.33493E-06
上來,soeng5lai4,15,0.000125024
對於,deoi3jyu1,22,0.000183368
印象,jan3zoeng6,2,1.66699E-05
年份,nin4fan6,10,8.33493E-05
數字,sou3zi6,7,5.83445E-05
比較,bei2gaau3,59,0.000491761
不嬲,bat1nau1,13,0.000108354
留意,lau4ji3,7,5.83445E-05
總言之,zung2jin4zi1,6,5.00096E-05
毫子,hou4zi2,4,3.33397E-05
轉,zyun3,23,0.000191703
臨,lam4,2,1.66699E-05
留念,lau4nim6,1,8.33493E-06
噉樣,gam2joeng2,380,0.003167274
銀行,ngan4hong4,9,7.50144E-05
換,wun6,33,0.000275053
套,tou3,1,8.33493E-06
封,fung1,8,6.66794E-05
保存,bou2cyun4,1,8.33493E-06
得到,dak1dou2,8,6.66794E-05
嘅,ge3,5,4.16747E-05
話,waa6,1,8.33493E-06
掂,dim3,1,8.33493E-06
人氣,jan4hei3,1,8.33493E-06
手氣,sau2hei3,1,8.33493E-06
不,bat1,6,5.00096E-05
旺角,wong6gok3,9,7.50144E-05
日日,jat6jat6,9,7.50144E-05
大陸,daai6luk6,40,0.000333397
走,zau2,62,0.000516766
落來,lok6lai4,9,7.50144E-05
紙,zi2,11,9.16842E-05
求其,kau4kei4,3,2.50048E-05
拃,zaa6,9,7.50144E-05
數,sou2,6,5.00096E-05
理,lei5,25,0.000208373
年代,nin4doi6,3,2.50048E-05
嘅話,ge3waa6,7,5.83445E-05
漏,lau6,1,8.33493E-06
唔止,m4zi2,1,8.33493E-06
毫,hou4,1,8.33493E-06
四十,sei3sap6,11,9.16842E-05
夠,gau3,2,1.66699E-05
前,cin4,1,8.33493E-06
前嗰排,cin4go2paai4,5,4.16747E-05
直版,zik6ban2,2,1.66699E-05
順序,seon6zeoi6,1,8.33493E-06
霖把,lam1baa2,3,2.50048E-05
千祈,cin1kei4,5,4.16747E-05
摺,zip3,4,3.33397E-05
媽咪,maa1mi4,6,5.00096E-05
唱,coeng3,12,0.000100019
愛,oi3,11,9.16842E-05
利是,lei6si6,1,8.33493E-06
前兩年,cin4loeng5nin4,2,1.66699E-05
興,hing1,1,8.33493E-06
定,ding6,9,7.50144E-05
擺,baai2,23,0.000191703
起,hei2,14,0.000116689
預,jyu6,6,5.00096E-05
跟住,gan1zyu6,296,0.00246714
後尾,hau6mei1,10,8.33493E-05
今年,gam1nin2,30,0.000250048
舊年,gau6nin2,12,0.000100019
派,paai3,3,2.50048E-05
廿,jaa6,25,0.000208373
唔只,m4zi2,2,1.66699E-05
值,zik6,9,7.50144E-05
所有,so2jau5,16,0.000133359
哦,o4,18,0.000150029
𠻺,aa6,16,0.000133359
吓,haa5,2,1.66699E-05
跑,paau2,21,0.000175034
唔,m4,1,8.33493E-06
問題,man6tai4,71,0.00059178
停,ting4,16,0.000133359
鞋,haai4,3,2.50048E-05
甩,lat1,8,6.66794E-05
底,dai2,2,1.66699E-05
剩,zing6,7,5.83445E-05
少少,siu2siu2,54,0.000450086
ding3,ding3,1,8.33493E-06
嗌,aai3,16,0.000133359
完成,jyun4sing4,2,1.66699E-05
慢慢,maan6maan1,1,8.33493E-06
趷,gat6,3,2.50048E-05
男仔,naam4zai2,14,0.000116689
孭,me1,6,5.00096E-05
影響,jing2hoeng2,12,0.000100019
日後,jat6hau6,4,3.33397E-05
初頭,co1tau4,7,5.83445E-05
跌打,tit3daa2,4,3.33397E-05
的士,dik1si2,2,1.66699E-05
嗰日,go2jat6,20,0.000166699
新年,san1nin4,7,5.83445E-05
總然之,zung2jin4zi1,1,8.33493E-06
之後,zi1hau6,2,1.66699E-05
放,fong3,43,0.000358402
假,gaa3,4,3.33397E-05
包紮,baau1zaat3,1,8.33493E-06
李生,lei5saang1,4,3.33397E-05
入,jap6,46,0.000383407
朝頭早,ziu1tau4zou2,11,9.16842E-05
晏晝,aan3zau3,4,3.33397E-05
唔該,m4goi1,6,5.00096E-05
反彈,faan2daan6,1,8.33493E-06
拜拜,baai1baai3,8,6.66794E-05
一來,jat1loi4,3,2.50048E-05
痛,tung3,10,8.33493E-05
撳,gam6,17,0.000141694
腳,goek3,19,0.000158364
按摩,on3mo1,2,1.66699E-05
屈,wat1,3,2.50048E-05
拉,laai1,10,8.33493E-05
然後,jin4hau6,20,0.000166699
大力,daai6lik6,3,2.50048E-05
剒,cok3,1,8.33493E-06
嘩,waa3,1,8.33493E-06
眼淚水,ngaan5leoi6seoi2,1,8.33493E-06
標,biu1,3,2.50048E-05
眼水,ngaan5sui2,2,1.66699E-05
喊,haam3,11,9.16842E-05
年年,nin4nin4,6,5.00096E-05
機會,gei1wui6,20,0.000166699
扭,nau2,1,8.33493E-06
摸,mo2,4,3.33397E-05
位,wai2,11,9.16842E-05
腫,zung2,1,8.33493E-06
㷫,hing3,1,8.33493E-06
嘅話,ge3waa6,5,4.16747E-05
啝,wo4,8,6.66794E-05
物理治療,mat6lei5zi6liu4,2,1.66699E-05
物理治療師,mat6lei5zi6liu4si1,1,8.33493E-06
英文,jing1man2,38,0.000316727
上邊,soeng6bin6,26,0.000216708
撕裂,si1lit6,2,1.66699E-05
,wo5,6,5.00096E-05
中文,zung1man2,13,0.000108354
韌帶,jan6daai2,2,1.66699E-05
筋,gan1,1,8.33493E-06
以後,ji5hau6,1,8.33493E-06
劇烈,kek6lit6,2,1.66699E-05
運動,wan6dung6,2,1.66699E-05
中,zung1,7,5.83445E-05
獎,zoeng2,1,8.33493E-06
教,gaau3,48,0.000400077
呼吸,fu1kap1,1,8.33493E-06
注重,zyu3zung6,1,8.33493E-06
教練,gaau3lin6,1,8.33493E-06
上,soeng5,33,0.000275053
體育,tai2juk6,1,8.33493E-06
堂,tong4,5,4.16747E-05
完,jyun4,38,0.000316727
鬥,dau3,3,2.50048E-05
同學,tung4hok6,92,0.000766814
一陣,jat1zan6,5,4.16747E-05
偷雞,tau1gai1,3,2.50048E-05
第二,dai6ji6,10,8.33493E-05
路,lou6,10,8.33493E-05
村,cyun1,2,1.66699E-05
老師,lou5si1,4,3.33397E-05
你哋,nei5dei6,103,0.000858498
學校,hok6haau6,48,0.000400077
中途,zung1tou4,2,1.66699E-05
大家,daai6gaa1,62,0.000516766
入邊,jap6bin6,21,0.000175034
屋村,uk1cyun1,4,3.33397E-05
計,gai3,57,0.000475091
好玩,hou2waan2,24,0.000200038
跑步,paau2bou6,4,3.33397E-05
驚,geng1,105,0.000875168
越,jyut6,20,0.000166699
粗,cou1,2,1.66699E-05
對,deoi3,5,4.16747E-05
體質,tai2zat1,1,8.33493E-06
樣樣,joeng6joeng6,4,3.33397E-05
叻,lek1,21,0.000175034
瘦,sau3,6,5.00096E-05
不如,bat1jyu4,34,0.000283388
繼續,gai3zuk6,36,0.000300058
近況,gan6fong3,1,8.33493E-06
翻譯,faan1jik6,4,3.33397E-05
政府,zing3fu2,17,0.000141694
中文,zung1man4,1,8.33493E-06
主任,zyu2jam6,4,3.33397E-05
開頭,hoi1tau4,3,2.50048E-05
嗰時,go2si4,3,2.50048E-05
人工,jan4gung1,4,3.33397E-05
福利,fuk1lei6,8,6.66794E-05
咋,zaa3,7,5.83445E-05
醫生,ji1sang1,14,0.000116689
公務員,gung1mou6jyun4,1,8.33493E-06
尾,mei1,4,3.33397E-05
就算,zau6syun3,18,0.000150029
病,beng6,3,2.50048E-05
藥,joek6,9,7.50144E-05
難食,naan4sik6,4,3.33397E-05
差,caa1,24,0.000200038
藥水,joek6seoi2,1,8.33493E-06
敢,gam2,11,9.16842E-05
分別,fan1bit6,16,0.000133359
,gaak3,32,0.000266718
糖水,tong4seoi2,1,8.33493E-06
口,hau2,11,9.16842E-05
嘔,au2,12,0.000100019
逼,bik1,6,5.00096E-05
享用,hoeng2jung6,1,8.33493E-06
同事,tung4si6,24,0.000200038
囖,lo1,31,0.000258383
咳,kat1,2,1.66699E-05
咳藥水,kat1joek6seoi2,1,8.33493E-06
寧願,ning4jyun2,4,3.33397E-05
私家,si1gaa1,1,8.33493E-06
所謂,so2wai6,20,0.000166699
抵,dai2,5,4.16747E-05
彌補,lei4bou2,2,1.66699E-05
創傷,cong3soeng1,1,8.33493E-06
份,fan6,88,0.000733474
工,gung1,68,0.000566775
初初,co1co1,1,8.33493E-06
間,gaan1,142,0.00118356
雜誌社,zaap6zi3se5,1,8.33493E-06
哩度,ni1dou6,29,0.000241713
請,ceng2,71,0.00059178
東亞銀行,dung1aa3ngan4hong4,2,1.66699E-05
梗,gang2,11,9.16842E-05
鐘意,zung1ji3,7,5.83445E-05
部門,bou6mun4,1,8.33493E-06
企業,kei5jip6,1,8.33493E-06
傳播,cyun4bo3,1,8.33493E-06
部,bou6,3,2.50048E-05
等如,dang2jyu4,4,3.33397E-05
公關,gung1gwaan1,2,1.66699E-05
有關,jau5gwaan1,7,5.83445E-05
忽然間,fat1jin4gaan1,5,4.16747E-05
冇所謂,mou5so2wai6,3,2.50048E-05
喇,laa1,99,0.000825158
合作,hap6zok3,4,3.33397E-05
一啲,jat1di1,79,0.00065846
例如,lai6jyu4,13,0.000108354
推廣日,teoi1gwong2jat6,1,8.33493E-06
分行,fan1hong2,1,8.33493E-06
延長,jin4coeng4,1,8.33493E-06
服務,fuk6mou6,4,3.33397E-05
籌劃,cau4waak6,1,8.33493E-06
者,ze2,2,1.66699E-05
聯絡,lyun4lok3,8,6.66794E-05
然之後,jin4zi1hau6,41,0.000341732
產,caan2,1,8.33493E-06
產品,caan2ban2,3,2.50048E-05
服務,fuk6mou6,12,0.000100019
出邊,ceot1bin6,15,0.000125024
形象,jing4zoeng6,3,2.50048E-05
上網,soeng5mong5,1,8.33493E-06
上年,soeng6nin2,11,9.16842E-05
年尾,nin4mei5,1,8.33493E-06
機,gei1,57,0.000475091
交,gaau1,23,0.000191703
查詢,caa4seon1,1,8.33493E-06
查詢,caa4seon1,1,8.33493E-06
自動,zi6dung6,1,8.33493E-06
螢光幕,jing4gwong1mok6,1,8.33493E-06
查,caa4,20,0.000166699
密,mat6,1,8.33493E-06
一浪,jat1long6,1,8.33493E-06
接一浪,zip3jat1long6,1,8.33493E-06
忙,mong4,5,4.16747E-05
尤其是,jau4kei4si6,11,9.16842E-05
趕,gon2,9,7.50144E-05
嗰輪,go2leon4,3,2.50048E-05
就來,zau6lai4,4,3.33397E-05
日子,jat6zi2,9,7.50144E-05
推出,teoi1ceot1,4,3.33397E-05
晚晚,maan5maan5,1,8.33493E-06
開,hoi1,68,0.000566775
成,seng4,16,0.000133359
成個,seng4go3,3,2.50048E-05
下邊,haa6bin6,3,2.50048E-05
幫手,bong1sau2,3,2.50048E-05
唔只,m4zi2,1,8.33493E-06
負責,fu6zaak3,5,4.16747E-05
本來,bun2loi4,12,0.000100019
實在,sat6zoi6,5,4.16747E-05
相似,soeng1ci5,2,1.66699E-05
為咗,wai6zo2,14,0.000116689
足,zuk1,1,8.33493E-06
對,deoi3,28,0.000233378
勞氣,lou4hei3,1,8.33493E-06
催,ceoi1,3,2.50048E-05
料,liu2,3,2.50048E-05
出街,ceot1gaai1,7,5.83445E-05
電話,din6waa2,73,0.00060845
暫停,zaam6ting4,1,8.33493E-06
自動自覺,zi6dung6zi6gok3,1,8.33493E-06
一味,jat1mei2,2,1.66699E-05
煩,faan4,14,0.000116689
寵物,cung2mat6,8,6.66794E-05
王,wong4,4,3.33397E-05
美美,mei5mei5,1,8.33493E-06
狗,gau2,30,0.000250048
真,zan1,21,0.000175034
西施,sai1si1,4,3.33397E-05
拉薩,laai1saat3,3,2.50048E-05
毛,mou4,13,0.000108354
剪,zin2,58,0.000483426
殘忍,caan4jan2,2,1.66699E-05
熱天,jit6tin1,1,8.33493E-06
涼,loeng4,1,8.33493E-06
冷氣,laang5hei3,11,9.16842E-05
夜晚,je6maan5,7,5.83445E-05
冷,laang5,1,8.33493E-06
掣,zai3,9,7.50144E-05
愛錫,oi3sek3,1,8.33493E-06
生物,sang1mat6,5,4.16747E-05
生命,sang1ming6,5,4.16747E-05
心,sam1,9,7.50144E-05
照顧,ziu3gu3,6,5.00096E-05
𠿪,gaa2,13,0.000108354
阿媽,aa3maa1,22,0.000183368
適當,sik1dong3,1,8.33493E-06
獸醫,sau3ji1,5,4.16747E-05
還,waan4,3,2.50048E-05
是,si6,5,4.16747E-05
嘥,saai1,13,0.000108354
錯,co3,34,0.000283388
麻煩,maa4faan4,14,0.000116689
通街,tung1gaai1,1,8.33493E-06
核突,wat6dat6,10,8.33493E-05
屋,uk1,10,8.33493E-05
味道,mei6dou6,1,8.33493E-06
眾叛親離,zung3bun6can1lei4,1,8.33493E-06
褸,lau1,6,5.00096E-05
掃,sou3,1,8.33493E-06
出,ceot1,2,1.66699E-05
街,gaai1,17,0.000141694
味,mei6,12,0.000100019
件,gin6,43,0.000358402
衣櫃,ji1gwai6,2,1.66699E-05
度,dou6,71,0.00059178
𠸏,ge2,22,0.000183368
取暖,ceoi2nyun5,1,8.33493E-06
狗毛,gau2mou4,3,2.50048E-05
飛,fei1,15,0.000125024
打乞嗤,daa2hat1ci1,1,8.33493E-06
鼻,bei6,2,1.66699E-05
冇事,mou5si6,5,4.16747E-05
慣,gwaan3,8,6.66794E-05
可能,ho2nang4,7,5.83445E-05
哎吔,aai1jaa3,31,0.000258383
容忍,jung4jan2,2,1.66699E-05
辦法,baan6faat3,24,0.000200038
缺點,kyut3dim2,6,5.00096E-05
先,sin1,7,5.83445E-05
老竇,lou5dau6,2,1.66699E-05
貓,maau1,8,6.66794E-05
大隻,daai6zek3,7,5.83445E-05
尺,cek3,2,1.66699E-05
半,bun3,39,0.000325062
打交,daa2gaau1,2,1.66699E-05
曲架狗,kuk1gaa2gau2,3,2.50048E-05
過癮,gwo3jan5,6,5.00096E-05
曲架,kuk1gaa2,1,8.33493E-06
拖,to1,7,5.83445E-05
曲,kuk1,1,8.33493E-06
周街,zau1gaai1,1,8.33493E-06
芝娃娃,zi6waa1waa4,1,8.33493E-06
乜鬼,mat1gwai2,8,6.66794E-05
細隻,sai3zek3,1,8.33493E-06
六合彩,luk6hap6coi2,1,8.33493E-06
揩,haai1,5,4.16747E-05
奇怪,kei4gwaai3,17,0.000141694
睬,coi2,5,4.16747E-05
矮,ai2,2,1.66699E-05
行街,haang4gaai1,5,4.16747E-05
另外,ling6ngoi6,5,4.16747E-05
打游擊,daa2jau4gik1,3,2.50048E-05
耐唔耐,noi6m4noi2,1,8.33493E-06
走開,zau2hoi1,2,1.66699E-05
親熱,can1jit6,1,8.33493E-06
明明,ming4ming4,1,8.33493E-06
唔同,m4tung4,38,0.000316727
種族,zung2zuk6,1,8.33493E-06
種族歧視,zung2zuk6kei4si6,1,8.33493E-06
龜,gwai1,9,7.50144E-05
雀,zoek3,4,3.33397E-05
蠶蟲,caam4cung2,2,1.66699E-05
兔,tou3,7,5.83445E-05
家姐,gaa1ze1,14,0.000116689
葵鼠,kwai4syu2,1,8.33493E-06
天竺鼠,tin1zuk1syu2,1,8.33493E-06
不停,bat1ting4,4,3.33397E-05
繁殖,faan4zik6,2,1.66699E-05
同,tung4,8,6.66794E-05
沖涼,cung1loeng4,3,2.50048E-05
沖,cung1,1,8.33493E-06
憎,zang1,11,9.16842E-05
陣,zam6,2,1.66699E-05
污糟,wu1zou1,7,5.83445E-05
臭,cau3,1,8.33493E-06
呢,ne1,1,8.33493E-06
𡃉,gaa3,5,4.16747E-05
兔仔,tou3zai2,3,2.50048E-05
好在,hou2zoi6,2,1.66699E-05
抹,mut3,1,8.33493E-06
嘴,zeoi2,4,3.33397E-05
單車,daan1ce1,5,4.16747E-05
架,gaa3,29,0.000241713
軟,jyun5,1,8.33493E-06
座墊,zo6zin3,2,1.66699E-05
磨,mo4,5,4.16747E-05
牙,ngaa4,13,0.000108354
蘿蔔,lo4baak6,1,8.33493E-06
明顯,ming4hin2,7,5.83445E-05
肚餓,tou5ngo6,2,1.66699E-05
天性,tin1sing3,1,8.33493E-06
尖,zim1,1,8.33493E-06
正常,zing3soeng4,13,0.000108354
部,bou6,60,0.000500096
單車鏈,daan1ce1lin2,1,8.33493E-06
狗仔,gau2zai2,1,8.33493E-06
通,tung1,2,1.66699E-05
躝,laan1,2,1.66699E-05
慢,maan6,8,6.66794E-05
煩厭,faan4jim3,1,8.33493E-06
爬,paa4,3,2.50048E-05
電視,din6si6,23,0.000191703
邊,bin1,2,1.66699E-05
得意,dak1ji3,22,0.000183368
手掌,sau2zoeng2,2,1.66699E-05
咁,gam3,5,4.16747E-05
老鼠,lou5syu2,5,4.16747E-05
老鼠拉龜,lou5syu2laai1gwai1,1,8.33493E-06
果然,gwo2jin4,2,1.66699E-05
吹水,ceoi1seoi2,1,8.33493E-06
盲,maang4,2,1.66699E-05
屋企人,uk1kei2jan4,10,8.33493E-05
唓,ce1,16,0.000133359
眼,ngaan5,9,7.50144E-05
簜失,dong6sat1,1,8.33493E-06
柄,beng3,1,8.33493E-06
櫃,gwai6,1,8.33493E-06
底,dai2,18,0.000150029
揾嘢食,wan2je5sik6,1,8.33493E-06
煲,bou1,7,5.83445E-05
飲,jam2,98,0.000816823
報警,bou3ging2,2,1.66699E-05
搞笑,gaau2siu3,28,0.000233378
魚,jyu2,67,0.00055844
各,gok3,12,0.000100019
類型,leoi6jing4,7,5.83445E-05
錦鯉,gam2lei5,3,2.50048E-05
黑毛,haak1mou1,1,8.33493E-06
竇,dau3,3,2.50048E-05
反,faan2,2,1.66699E-05
肚,tou5,2,1.66699E-05
嘿,hei3,31,0.000258383
鬼死,gwai2sei2,2,1.66699E-05
蝦,haa1,5,4.16747E-05
豐,fung1,1,8.33493E-06
當然,dong1jin4,18,0.000150029
蛋,daan2,1,8.33493E-06
卵,leon2,3,2.50048E-05
幾廿,gei2jaa6,5,4.16747E-05
通通,tung1tung1,1,8.33493E-06
瓜,gwaa1,1,8.33493E-06
試過,si3gwo3,5,4.16747E-05
餵糧,wai3loeng4,1,8.33493E-06
㗳,dep1,4,3.33397E-05
游,jau4,4,3.33397E-05
重創,cung5cong3,1,8.33493E-06
浮,fau4,2,1.66699E-05
中間,zung1gaan1,10,8.33493E-05
水,seoi2,24,0.000200038
骨,gwat1,3,2.50048E-05
興,hing1,18,0.000150029
蜥蜴,sik1jik6,1,8.33493E-06
孔,hung2,2,1.66699E-05
孔雀,hung2zoek3,2,1.66699E-05
曱甴,gaat6zaat2,1,8.33493E-06
咓,aa5,11,9.16842E-05
蓄意,cuk1ji3,1,8.33493E-06
經營,ging1jing4,1,8.33493E-06
木糠,muk6hong1,2,1.66699E-05
雀,zoek2,18,0.000150029
雀粟,zoek3suk1,1,8.33493E-06
條條,tiu2tiu4,1,8.33493E-06
木,muk6,1,8.33493E-06
地下,dei6haa2,4,3.33397E-05
五顏六色,ng5ngaan4luk6sik1,1,8.33493E-06
綠色,luk6sik1,1,8.33493E-06
藍色,laam4sik1,1,8.33493E-06
啡色,fe1sik1,8,6.66794E-05
喺度,hai2dou6,44,0.000366737
啄,doek1,9,7.50144E-05
木片,muk6pin2,2,1.66699E-05
麥皮蟲,mak6pei4cung4,4,3.33397E-05
黃色,wong4sik1,1,8.33493E-06
節節,zit6zit6,1,8.33493E-06
作嘔,zok3au2,1,8.33493E-06
生勾勾,saang1au1au1,1,8.33493E-06
蚱蜢,zaa3maang2,3,2.50048E-05
搣,mit1,2,1.66699E-05
啱啱,ngaam1ngaam1,28,0.000233378
攤開,taan1hoi1,2,1.66699E-05
,liu1lang1,1,8.33493E-06
腸,coeng2,1,8.33493E-06
唧,zit1,2,1.66699E-05
唔好,m4hou2,77,0.00064179
麥皮,mak6pei4,1,8.33493E-06
名,meng2,27,0.000225043
雀仔街,zoek3zai2gaai1,6,5.00096E-05
實,sat6,26,0.000216708
相思,soeng1si1,1,8.33493E-06
籠,lung4,5,4.16747E-05
一直,jat1zik6,4,3.33397E-05
肥,fei4,30,0.000250048
跳,tiu3,25,0.000208373
扺死,dai2sei2,1,8.33493E-06
正貨,zing3fo3,1,8.33493E-06
白色,baak6sik1,7,5.83445E-05
公司,gung1si1,93,0.000775149
遊戲機,jau4hei3gei1,8,6.66794E-05
版權,baan2kyun4,1,8.33493E-06
記住,gei3zyu6,2,1.66699E-05
浪費,long6fai3,2,1.66699E-05
金錢,gam1cin4,4,3.33397E-05
百幾,baak3gei2,2,1.66699E-05
寶頂,bou2ding2,1,8.33493E-06
花生油,faa1sang1jau4,1,8.33493E-06
憑,pang4,2,1.66699E-05
收據,sau1geoi3,1,8.33493E-06
五十五,ng5sap6ng5,1,8.33493E-06
可,ho2,1,8.33493E-06
往,wong5,1,8.33493E-06
地利店,dei6lei6dim3,1,8.33493E-06
換取,wun6ceoi2,1,8.33493E-06
電子,din6zi2,1,8.33493E-06
小貓,siu2maau1,1,8.33493E-06
二十四號,ji6sap6sei3hou6,1,8.33493E-06
六號,luk6hou6,2,1.66699E-05
即,zik1,2,1.66699E-05
止,zi2,7,5.83445E-05
遲啲,ci4di1,14,0.000116689
恐龍,hung2lung4,2,1.66699E-05
雞,gai1,7,5.83445E-05
粉紅色,fan2hung4sik1,5,4.16747E-05
搶市,coeng2si5,2,1.66699E-05
商業,soeng1jip6,6,5.00096E-05
秘密,bei3mat6,4,3.33397E-05
透明,tau3ming4,3,2.50048E-05
倉,cong1,1,8.33493E-06
得閒,dak1haan4,8,6.66794E-05
明,ming4,25,0.000208373
若有所指,joek6jau5so2zi2,1,8.33493E-06
分鐘,fan1zung1,25,0.000208373
阿佳,aa3gaai1,1,8.33493E-06
笑,siu3,21,0.000175034
gong1,gong1,1,8.33493E-06
飲茶,jam2caa4,7,5.83445E-05
一係,jat1hai6,15,0.000125024
讀,duk6,177,0.001475283
書,syu1,53,0.000441751
健康,gin6hong1,2,1.66699E-05
食品,sik6ban2,3,2.50048E-05
掂,dim6,39,0.000325062
健身,gin6san1,1,8.33493E-06
肚腩,tou5naam5,1,8.33493E-06
怕,paa3,7,5.83445E-05
起度,hei2dou6,2,1.66699E-05
心廣體胖,sam1gwong2tai2bun6,1,8.33493E-06
做嘢,zou6je5,24,0.000200038
電腦,din6nou5,30,0.000250048
聽電話,teng1din6waa2,2,1.66699E-05
九點,gau2dim2,4,3.33397E-05
傾電話,king1din6waa2,2,1.66699E-05
公事,gung1si6,2,1.66699E-05
踎,mau1,4,3.33397E-05
摀低身,wu1dai1san1,1,8.33493E-06
寫字,se2zi6,1,8.33493E-06
腰力,jiu1lik6,2,1.66699E-05
減,gaam2,14,0.000116689
卡路里,kaa1lou6lei5,4,3.33397E-05
腰,jiu1,5,4.16747E-05
坐低,co5dai1,1,8.33493E-06
廿一,jaa6jat1,4,3.33397E-05
消耗,siu1hou3,1,8.33493E-06
十幾,sap6gei2,8,6.66794E-05
廿幾,jaa6gei2,1,8.33493E-06
消耗,siu1hou3,1,8.33493E-06
幾耐,gei2noi6,11,9.16842E-05
可能,ho2nang4,4,3.33397E-05
漢堡包,hon3bou2baau1,2,1.66699E-05
四百,sei3baak3,3,2.50048E-05
杯,bui1,14,0.000116689
可樂,ho2lok6,1,8.33493E-06
三百,saam1baak3,4,3.33397E-05
鐘頭,zung1tau4,10,8.33493E-05
步,bou6,3,2.50048E-05
跑,paau2,1,8.33493E-06
肥仔,fei4zai2,7,5.83445E-05
肥妹,fei4mui1,1,8.33493E-06
幾點,gei2dim2,4,3.33397E-05
點算,dim2syun3,11,9.16842E-05
他媽哥池,taa1maa1go1ci4,1,8.33493E-06
日,jat6,2,1.66699E-05
分,fan1,1,8.33493E-06
ei2,ei2,3,2.50048E-05
黃金聖鬥士,wong4gam1sing3dau3si6,1,8.33493E-06
模型,mou4jing4,1,8.33493E-06
法國,faat3gwok3,9,7.50144E-05
版,baan2,15,0.000125024
聖鬥士,sing3dau3si6,3,2.50048E-05
砌,cai3,3,2.50048E-05
回歸,wui4gwai1,5,4.16747E-05
卡通,kaa1tung1,1,8.33493E-06
播,bo3,11,9.16842E-05
翻譯,faan1jik6,7,5.83445E-05
龍珠,lung4zyu1,4,3.33397E-05
十分之,sap6fan1zi1,1,8.33493E-06
戇居,ngong6geoi1,5,4.16747E-05
拍戲,paak3hei3,1,8.33493E-06
劇本,kek6bun2,1,8.33493E-06
龜波氣功,gwai1bo1hei3gung1,3,2.50048E-05
戲,hei3,37,0.000308392
齣,ceot1,1,8.33493E-06
正,zeng3,45,0.000375072
報紙,bou3zi2,14,0.000116689
鼓勵,gu2lai6,2,1.66699E-05
絕對,zyut6deoi3,4,3.33397E-05
ik1,ik1,2,1.66699E-05
圖,tou4,1,8.33493E-06
專線,zyun1sin3,2,1.66699E-05
連線,lin4sin3,3,2.50048E-05
倍,pui5,13,0.000108354
速度,cuk1dou6,4,3.33397E-05
二六四零零,ji6luk6sei3ling4ling4,1,8.33493E-06
十一萬五千二百,sap6jat1maan6ng5cin1ji6baak3,1,8.33493E-06
幫襯,bong1can3,7,5.83445E-05
時段,si4dyun6,2,1.66699E-05
下,haa5,13,0.000108354
靴,hoe4,1,8.33493E-06
彈,daan6,5,4.16747E-05
月費,jyut6fai3,1,8.33493E-06
一零八,jat1ling4baat3,2,1.66699E-05
兩個半,loeng5go3bun3,1,8.33493E-06
費,fai3,1,8.33493E-06
較,gaau3,1,8.33493E-06
每,mui5,34,0.000283388
一百,jat1baak3,25,0.000208373
幾百,gei2baak3,9,7.50144E-05
下下,haa5haa5,9,7.50144E-05
管,gun2,3,2.50048E-05
旅行,leoi5hang4,37,0.000308392
三十,saam1sap6,20,0.000166699
禮拜,lai5baai3,41,0.000341732
扣,kau3,8,6.66794E-05
禮拜六,lai5baai3luk6,10,8.33493E-05
日,jat6,6,5.00096E-05
禮拜日,lai5baai3jat6,4,3.33397E-05
唯有,wai4jau5,3,2.50048E-05
全部,cyun4bou6,27,0.000225043
一,jat1,11,9.16842E-05
跟團,gan1tyun4,3,2.50048E-05
地圖,dei6tou4,6,5.00096E-05
蚊,man1,4,3.33397E-05
粒,lap1,18,0.000150029
呵,ho2,9,7.50144E-05
人,jan2,21,0.000175034
安全,on1cyun4,8,6.66794E-05
更加,gang3gaa1,32,0.000266718
日文,jat6man2,5,4.16747E-05
遊客,jau4haak3,8,6.66794E-05
區,keoi1,5,4.16747E-05
次,ci3,1,8.33493E-06
指標,zi2biu1,1,8.33493E-06
指示,zi2si6,1,8.33493E-06
漢語,hon3jyu5,1,8.33493E-06
公仔麵,gung1zai2min6,1,8.33493E-06
魚生,jyu4saang1,1,8.33493E-06
費事,fai3si6,3,2.50048E-05
