word,phono,occured,ratio
呢边,le4bin1,291,0.000350288
诱惑,yau5waak6,9,1.08336E-05
滚,gwan2,12,1.44449E-05
剧情,kek6ching4,22,2.64823E-05
湖南,wu4laam4,22,2.64823E-05
卫视,wai6si6,6,7.22243E-06
竞争,ging3jang1,15,1.80561E-05
温柔背后,wan1yau4bui3hau6,4,4.81496E-06
第十六,dai6sap6luk6,2,2.40748E-06
青春,cheng1cheun1,12,1.44449E-05
更年期,gang1lin2kei4,4,4.81496E-06
飞越,fei1yut6,1,1.20374E-06
呢只,le1jik1,1,1.20374E-06
笑,siu3,68,8.18542E-05
回家,wui4ga1,7,8.42617E-06
的,dik1,76,9.14841E-05
欲望,yuk6mong6,3,3.61122E-06
珠江台,jyu1gong1toi4,12,1.44449E-05
卌九,se3gau2,4,4.81496E-06
总之,jung2ji1,106,0.000127596
婚,fan1,53,6.37982E-05
外情,oi2ching4,1,1.20374E-06
上去,seung5heui3,218,0.000262415
通常,tung1seung4,41,4.93533E-05
星期五,sing1kei4m5,163,0.000196209
争嚟争去,jang1lai4jang1heui3,1,1.20374E-06
完,yun4,774,0.000931694
曵,yai5,7,8.42617E-06
办法,baan6faat3,191,0.000229914
由,yau4,107,0.0001288
得意,dak1yi3,40,4.81496E-05
星期,sing1kei4,524,0.000630759
开头,hoi1tau4,30,3.61122E-05
上一,seung6yat1,19,2.2871E-05
场,cheung4,132,0.000158894
胃癌,wai6ngaam4,1,1.20374E-06
检查,jim2cha4,36,4.33346E-05
攞,lo2,839,0.001009937
呀,a1,1291,0.001554027
话下,wa6ha5,11,1.32411E-05
情况,ching4fong3,56,6.74094E-05
倾电话,king1din6wa2,13,1.56486E-05
饼,beng2,8,9.62991E-06
爱情连连看,oi3ching4lin4lin4hon3,4,4.81496E-06
爱情面面看,oi3ching4min6min6hon3,1,1.20374E-06
四十三,sei3a6saam1,4,4.81496E-06
湖南台,wu4naam4toi4,4,4.81496E-06
称心如意,ching1sam1yu4yi3,2,2.40748E-06
老婆,lou5po4,185,0.000222692
相睇,seung1tai2,5,6.01869E-06
一系,yat1hai6,96,0.000115559
选婚,syun2fan1,1,1.20374E-06
本身,bun2san1,138,0.000166116
攞张,gan2jeung1,13,1.56486E-05
望女成凤,mong6leui5sing4fung6,2,2.40748E-06
换女成凤,wun6leui5sing4fung6,1,1.20374E-06
哥哥,go4go1,16,1.92598E-05
黐,chi1,14,1.68523E-05
乖,gwaai1,39,4.69458E-05
靓,leng3,535,0.000644
只系,ji2hai6,29,3.49084E-05
贺新,ho6san1,1,1.20374E-06
煲汤,bou1tong1,70,8.42617E-05
好,hou2,1895,0.002281085
咳嗽,kat1sau3,2,2.40748E-06
医生,yi1sang1,126,0.000151671
支原体,ji1yun4tai2,1,1.20374E-06
感染,gam2yim5,1,1.20374E-06
食到,sik6dou3,35,4.21309E-05
前日,chin4yat6,37,4.45383E-05
寻日,cham4yat6,599,0.00072104
少少,siu2siu2,233,0.000280471
肚屙,tou5o1,3,3.61122E-06
搞野,gaau2ye5,7,8.42617E-06
气候,hei3hau6,4,4.81496E-06
问题,man6tai4,561,0.000675297
天气,tin1hei3,93,0.000111948
咁,gam2,648,0.000780023
嘅,ge2,241,0.000290101
家婆,ga1po5,52,6.25944E-05
上海,seung6hoi2,42,5.0557E-05
太,taai3,312,0.000375567
爱霞,oi3ha4,1,1.20374E-06
解决,gaai2kyut3,13,1.56486E-05
病因,beng6yan1,2,2.40748E-06
要,yiu3,745,0.000896785
对症下药,deui3jing3ha2yeuk6,1,1.20374E-06
先至,sin1ji3,73,8.78729E-05
家,ga1,182,0.00021908
脚,geuk3,114,0.000137226
长期,cheung4kei4,30,3.61122E-05
肿,jung2,11,1.32411E-05
寄,gei3,71,8.54655E-05
板,baan2,17,2.04636E-05
好唔好睇到,hou2m4hou2tai2dou3,1,1.20374E-06
街,gaai1,135,0.000162505
必要,bit1yiu3,22,2.64823E-05
肯定,hang2ding6,330,0.000397234
色差,sik1cha1,2,2.40748E-06
铺头,pou3tau4,33,3.97234E-05
网购,mong5kau3,10,1.20374E-05
料,liu6,43,5.17608E-05
整,jing2,691,0.000831784
百变,baak3bin3,6,7.22243E-06
披肩,pei1gin1,4,4.81496E-06
东门,dung1mun4,17,2.04636E-05
专利,jyun1lei6,4,4.81496E-06
颜色,aan4sik1,19,2.2871E-05
吧,ba1,132,0.000158894
大陆,daai6luk6,31,3.73159E-05
推出,teui1cheut1,5,6.01869E-06
市面,si5min6,3,3.61122E-06
毛毛,mou4mou4,2,2.40748E-06
兴,hing1,32,3.85196E-05
冷衫,laan1saam1,9,1.08336E-05
软熟,yun5suk6,2,2.40748E-06
生意,saang1yi3,164,0.000197413
开张,hoi1jeung1,9,1.08336E-05
华强北,wa4keung5bak1,9,1.08336E-05
铺租,pou3jou1,13,1.56486E-05
外贸,oi6mau6,12,1.44449E-05
两万,leung5maan6,58,6.98169E-05
公司,gung1si1,430,0.000517608
地铺,dei6pou3,2,2.40748E-06
铺位,pou3wai2,4,4.81496E-06
使,sai2,179,0.000215469
收租,sau1jou1,14,1.68523E-05
过活,go3wut6,1,1.20374E-06
溜尾,lau1mei1,2,2.40748E-06
考虑,haau2leui6,41,4.93533E-05
清楚,ching1cho2,304,0.000365937
要唔要,yiu3m4yiu3,85,0.000102318
租,jou1,180,0.000216673
开铺,hoi1pou3,12,1.44449E-05
传销,chyun4siu1,3,3.61122E-06
赞唔赞成,jaan3m4jaan3sing4,2,2.40748E-06
拉客,laai1haak3,2,2.40748E-06
资源,ji1yun4,6,7.22243E-06
人脉,yan4mak6,1,1.20374E-06
多唔多,do1m4do1,40,4.81496E-05
做唔做,jou6m4jou6,10,1.20374E-05
咀,jeui2,1,1.20374E-06
细佬,sai3lou2,59,7.10206E-05
煲,bou1,328,0.000394826
汤,tong1,113,0.000136022
放学,fong3hok6,52,6.25944E-05
一下,yat1ha5,48,5.77795E-05
大概,daai6koi3,227,0.000273249
亲子游,chan1ji2yau4,1,1.20374E-06
幼稚园,yau3ji6yun4,10,1.20374E-05
组织,jou2jik1,29,3.49084E-05
读,duk6,373,0.000448995
呕,au2,18,2.16673E-05
接,jip3,225,0.000270841
搞到,gaau2dou3,129,0.000155282
后尾,hau6mei6,236,0.000284082
第日,dai6yat6,143,0.000172135
细菌,sai3kwan2,2,2.40748E-06
传染,chyun4yin5,3,3.61122E-06
妈妈,ma4ma1,29,3.49084E-05
堆,deui1,20,2.40748E-05
消,siu1,1,1.20374E-06
住院,jyu6yun6,26,3.12972E-05
郁,yuk1,55,6.62056E-05
行唔到,haang4m4dou2,3,3.61122E-06
中风,jung3fung1,2,2.40748E-06
公,gung1,20,2.40748E-05
严重,yim4jung6,19,2.2871E-05
行得,haang4dak1,7,8.42617E-06
帮,bong1,538,0.000647611
解婆婆,haai6po4po2,1,1.20374E-06
套,tou3,113,0.000136022
运动服,wan6dung6fuk6,1,1.20374E-06
天鹅绒,tin1o4yung4,1,1.20374E-06
蓝色,laam4sik1,10,1.20374E-05
普蓝色,pou2laam4sik1,1,1.20374E-06
加埋,ga1maai4,52,6.25944E-05
运费,wan6fai3,4,4.81496E-06
廿几,ya6gei2,32,3.85196E-05
零,leng4,567,0.00068252
啩,gwa3,247,0.000297323
着,jeuk6,252,0.000303342
偏差,pin1cha1,1,1.20374E-06
店,din3,19,2.2871E-05
寄过来,gei3go3loi4,1,1.20374E-06
着下,jeuk6ha5,5,6.01869E-06
摸下,mo1ha2,2,2.40748E-06
变,bin3,146,0.000175746
块,faai3,57,6.86131E-05
布,bou3,16,1.92598E-05
窿,lung4,8,9.62991E-06
手,sau2,123,0.00014806
入去,yap6heui3,143,0.000172135
么,mo1,224,0.000269637
通街,tung1gaai1,3,3.61122E-06
冻,dung3,193,0.000232322
到处,dou3chyu3,29,3.49084E-05
办公室,baan6gung1sat1,36,4.33346E-05
超,chiu1,74,8.90767E-05
文,man4,19,2.2871E-05
绒,yung4,1,1.20374E-06
羊,yeung4,7,8.42617E-06
羊毛绒,yeung4mou4yung4,1,1.20374E-06
羊绒,yeung4yung4,1,1.20374E-06
棉质,min4jat1,2,2.40748E-06
两百几,leung5baak3gei2,20,2.40748E-05
宣传单,syun1chyun4daan1,1,1.20374E-06
劈,pek3,7,8.42617E-06
胸针,hung1jam1,1,1.20374E-06
教埋,gaau3maai4,2,2.40748E-06
礼盒装,lai5hap2jong1,2,2.40748E-06
配套,pui3tou3,2,2.40748E-06
第一,dai6yat1,194,0.000233525
近排,gan6paai4,81,9.75028E-05
铺,pou3,42,5.0557E-05
服装,fuk6jong1,20,2.40748E-05
旺铺,wong6pou3,2,2.40748E-06
旺,wong6,23,2.7686E-05
门口,mun4hau2,115,0.00013843
饭台,faan6toi4,1,1.20374E-06
饭堂,faan6tong4,48,5.77795E-05
四千,sei3chin1,43,5.17608E-05
批发,pai1faat3,16,1.92598E-05
成熟,sing4suk6,9,1.08336E-05
买野,maai5ye5,84,0.000101114
纯粹,seun4seui6,18,2.16673E-05
做下,jo6ha5,49,5.89832E-05
时机,si4gei1,3,3.61122E-06
适唔适合,sik1m4sik1hap6,2,2.40748E-06
只要,ji2yiu3,30,3.61122E-05
做到,jou6dou3,76,9.14841E-05
睇唔出,tai2m4cheut1,1,1.20374E-06
做野,jo6ye5,246,0.00029612
平时,ping4si4,271,0.000326213
泳贤,wing6yin4,2,2.40748E-06
家乐,ga1lok6,3,3.61122E-06
滞,jai6,31,3.73159E-05
听得,teng1dak1,50,6.01869E-05
好滞,hou2jai6,7,8.42617E-06
吃,hek3,116,0.000139634
会唔会,wui5m4wui5,113,0.000136022
打搅,da2gaau2,4,4.81496E-06
放工,fong3gung1,15,1.80561E-05
一支,yat1ji1,8,9.62991E-06
荃加福禄寿,chyun4ga1fuk1luk6sau6,1,1.20374E-06
结局,git3guk6,6,7.22243E-06
无聊,mou4liu4,68,8.18542E-05
好笑,hou2siu3,5,6.01869E-06
嘥,saai1,60,7.22243E-05
半,bun3,486,0.000585017
法证先锋,faat3jing3sin1fung1,5,6.01869E-06
妹,mui6,67,8.06505E-05
法证先锋二,faat3jing3sin1fung1yi6,1,1.20374E-06
法证先锋三,faat3jing3sin1fung1saam1,2,2.40748E-06
追过,jeui1go3,1,1.20374E-06
突显,dat6hin2,1,1.20374E-06
三角恋,saam1gok3lyun2,2,2.40748E-06
钟嘉欣,jung1ga1yan1,3,3.61122E-06
始终,chi2jung1,77,9.26879E-05
主角,jyu2gok3,22,2.64823E-05
佘诗曼,se4si1maan6,7,8.42617E-06
欧阳振华,au1yeung4jan3wa4,1,1.20374E-06
扮,baan6,15,1.80561E-05
适合,sik1hap6,13,1.56486E-05
正正规规,jing3jing3kwai1kwai1,1,1.20374E-06
戏,hei3,61,7.34281E-05
稳,wan2,104,0.000125189
养,yeung5,105,0.000126393
少奶,si3naai5,1,1.20374E-06
打工,da2gung1,36,4.33346E-05
少钱,siu2chin2,1,1.20374E-06
受气,sau6hei3,1,1.20374E-06
生,saang1,188,0.000226303
照顾,jiu3gu3,17,2.04636E-05
为之,wai4ji1,3,3.61122E-06
六,luk6,612,0.000736688
年,lin4,811,0.000976232
算,syun3,443,0.000533256
早婚,jou2fan1,3,3.61122E-06
表姐,biu2je2,16,1.92598E-05
生仔,saang1jai2,9,1.08336E-05
痛,tung3,97,0.000116763
淋,lam4,12,1.44449E-05
细路,sai3lou6,28,3.37047E-05
奶奶,laai4laai2,22,2.64823E-05
趁,chan3,31,3.73159E-05
后生,hau6sang1,45,5.41682E-05
而且,yi4che2,100,0.000120374
年龄,lin4ling4,22,2.64823E-05
一直,yat1jik6,101,0.000121578
起码,hei2ma5,202,0.000243155
全家,chyun4ga1,3,3.61122E-06
福禄寿,fuk1luk6sau6,1,1.20374E-06
睇唔睇,tai2m4tai2,6,7.22243E-06
晚黑,maan5haak1,199,0.000239544
法政,faat3jing3,1,1.20374E-06
法政先锋,faat3jing3sin1fung1,6,7.22243E-06
夹硬,gaap3aang6,13,1.56486E-05
黎耀祥,lai4yiu6cheung4,6,7.22243E-06
专业,jyun1yip6,35,4.21309E-05
奇怪,kei4gwaai3,58,6.98169E-05
市井,si5jeng2,1,1.20374E-06
全家福,chyun4ga1fuk1,1,1.20374E-06
只不过,ji2bat1go3,54,6.50019E-05
走走,jau2jau2,2,2.40748E-06
跳,tiu3,71,8.54655E-05
随缘,cheui4yun4,1,1.20374E-06
廿二,ya6yi6,17,2.04636E-05
除非,chyu4fei1,20,2.40748E-05
计划,gai3waak6,24,2.88897E-05
必须,bit1seui1,5,6.01869E-06
家庭,ga1ting4,42,5.0557E-05
心理,sam1lei5,5,6.01869E-06
迎接,ying4jip3,1,1.20374E-06
稳定,wan2ding6,17,2.04636E-05
专登,jyun1dang1,25,3.00935E-05
分,fan1,324,0.000390011
精力,jing1lik6,6,7.22243E-06
慢,maan6,109,0.000131208
长,cheung4,138,0.000166116
段,tyun5,89,0.000107133
咖,ga3,35,4.21309E-05
洗,sai2,162,0.000195006
满月,mun5yut6,5,6.01869E-06
周围,jau1wai4,68,8.18542E-05
行街,haang4gaai1,113,0.000136022
攰,gui6,80,9.62991E-05
近嚟,kan5lai4,2,2.40748E-06
部,bou6,749,0.0009016
乜叉,mat1cha1,1,1.20374E-06
金,gam1,37,4.45383E-05
画壁,wa2bik1,20,2.40748E-05
画,wa2,32,3.85196E-05
但,daan6,123,0.00014806
故事,gu3si6,4,4.81496E-06
情节,ching4jit3,3,3.61122E-06
麻麻,ma4ma4,53,6.37982E-05
画面,wa2min6,4,4.81496E-06
制作,jai3jok3,1,1.20374E-06
上映,seung5ying2,3,3.61122E-06
幸福,hang6fuk1,25,3.00935E-05
瓦数,a5sou2,1,1.20374E-06
地铁,dei6tit3,97,0.000116763
买唔买,maai5m4maai5,12,1.44449E-05
飞,fei1,95,0.000114355
桂城,gwai3seng2,15,1.80561E-05
近期,gan6kei4,13,1.56486E-05
团购,tyun4kau3,72,8.66692E-05
边日,bin1yat6,4,4.81496E-06
地理,dei6lei5,1,1.20374E-06
偏,pin1,18,2.16673E-05
痴线,chi1sin3,59,7.10206E-05
绿茵阁,luk6yan1gok3,3,3.61122E-06
顶佢,ding2keui5,1,1.20374E-06
二十,yi6sap6,70,8.42617E-05
建欣,gin3yan1,1,1.20374E-06
过期,go3kei4,12,1.44449E-05
十九,sap6gau2,28,3.37047E-05
行完街,hong2yun4gaai1,1,1.20374E-06
饮埋,yam2maai4,1,1.20374E-06
价格,ga3gaak3,4,4.81496E-06
蚀,sik6,30,3.61122E-05
良,leung4,6,7.22243E-06
霸,ba3,7,8.42617E-06
位,wai2,144,0.000173338
走鬼,jau2gwai2,1,1.20374E-06
非常,fei1seung4,26,3.12972E-05
有史以嚟,yau5si2yi5lei4,1,1.20374E-06
性价比,sing3ga3bei2,5,6.01869E-06
发,faat3,287,0.000345473
微博,mei4bok3,55,6.62056E-05
无端端,mou4dyun1dyun1,4,4.81496E-06
断线,tyun5sin3,36,4.33346E-05
今朝,gam1jiu1,144,0.000173338
上唔到,seung6m4dou3,1,1.20374E-06
瘾,yan2,12,1.44449E-05
决定,kyut3ding6,19,2.2871E-05
续费,juk6fai3,1,1.20374E-06
上年,seung6lin2,15,1.80561E-05
原来,yun4loi4,103,0.000123985
鬼迷心窍,gwai2mai4sam1hiu3,1,1.20374E-06
装,jong1,165,0.000198617
网线,mong5sin3,9,1.08336E-05
续,juk6,5,6.01869E-06
年轻版,lin4heng1baan2,1,1.20374E-06
大眼,daai6aan5,18,2.16673E-05
报下,bou3ha2,2,2.40748E-06
障,jeung3,1,1.20374E-06
修,sau1,9,1.08336E-05
维修,wai4sau1,9,1.08336E-05
啥,sa4,1,1.20374E-06
名字,ming4ji6,2,2.40748E-06
信息,seun3sik1,41,4.93533E-05
爸爸,ba1ba1,42,5.0557E-05
后,hau6,84,0.000101114
九月份,gau2yut6fan6,23,2.7686E-05
唧,jik1,3,3.61122E-06
博客,bok3haak3,5,6.01869E-06
书清,syu1ching1,1,1.20374E-06
书光,syu1gwong1,1,1.20374E-06
类似,leui6chi5,17,2.04636E-05
书,syu1,70,8.42617E-05
字,ji6,111,0.000133615
书本,syu1bun2,4,4.81496E-06
舒,syu1,7,8.42617E-06
节目,jit3muk6,83,9.99103E-05
再见,joi3gin3,3,3.61122E-06
肥,fei4,114,0.000137226
斤,gan1,203,0.000244359
敢,gam2,104,0.000125189
出街,cheut1gaai1,34,4.09271E-05
传说,chyun4syut3,1,1.20374E-06
牛杂档,au4jaap6dong3,1,1.20374E-06
面筋,min2gan1,2,2.40748E-06
猪,jyu1,10,1.20374E-05
污渣,wu1ja1,1,1.20374E-06
串,chyun3,6,7.22243E-06
肥得到,fei4dak1dou3,1,1.20374E-06
干净,gon1jeng6,41,4.93533E-05
屙,o1,27,3.25009E-05
连续,lin4juk6,9,1.08336E-05
假,ga3,134,0.000161301
日子,yat6ji2,27,3.25009E-05
悠闲,yau1haan4,5,6.01869E-06
觉,gok3,87,0.000104725
值,jik6,7,8.42617E-06
打折,da1jit3,17,2.04636E-05
兜,dau1,64,7.70393E-05
圈,hyun1,31,3.73159E-05
窖口,gaau3hau2,1,1.20374E-06
经,ging1,19,2.2871E-05
滉旗,fong2kei4,1,1.20374E-06
意外,yi3oi6,30,3.61122E-05
全套,chyun4tou3,2,2.40748E-06
十五,sap6m5,97,0.000116763
不果,bat1go3,1,1.20374E-06
三水,saam1seui2,21,2.52785E-05
车费,che1fai3,28,3.37047E-05
折,jit3,78,9.38916E-05
搏,bok3,20,2.40748E-05
原价,yun4ga3,7,8.42617E-06
贵唔贵,gwai3m4gwai3,31,3.73159E-05
曾几何时,chang4gei2ho4si4,1,1.20374E-06
经常,ging1seung4,73,8.78729E-05
做埋,jou6maai4,19,2.2871E-05
年纪,lin4gei2,35,4.21309E-05
牌子,paai4ji2,69,8.3058E-05
依,yi1,43,5.17608E-05
排,paai4,193,0.000232322
间唔中,gaan3m4jung1,9,1.08336E-05
断,tyun5,68,8.18542E-05
落雨,lok6yu5,59,7.10206E-05
养眼,yeung5ngaan5,2,2.40748E-06
眼,aan5,52,6.25944E-05
发福,faat3fuk1,6,7.22243E-06
不堪入眼,bat1ham1yap6ngaan5,1,1.20374E-06
月份,yut6fan6,29,3.49084E-05
出世,cheut1sai3,7,8.42617E-06
收到,sau1dou3,75,9.02804E-05
风,fung1,29,3.49084E-05
改,goi2,65,7.8243E-05
记,gei3,55,6.62056E-05
本,bun2,33,3.97234E-05
联系,lyun4hai6,51,6.13907E-05
同学,tung4hok6,156,0.000187783
锦宏,gam2wang4,2,2.40748E-06
满月酒,mun5yut6jau2,1,1.20374E-06
夜晚饭,ye6maan5faan6,1,1.20374E-06
体重,tai2chung5,5,6.01869E-06
瘦,sau3,110,0.000132411
保持,bou2chi4,8,9.62991E-06
干唔干净,gon1m4gon1jeng6,1,1.20374E-06
肠胃,cheung4wai6,8,9.62991E-06
敏感,man5gam2,3,3.61122E-06
蚀本,sit6bun2,6,7.22243E-06
朱古力,jyu1gu1lik1,4,4.81496E-06
皮肤,pei4fu1,30,3.61122E-05
继续,gai3juk6,103,0.000123985
珠影,jyu1ying2,1,1.20374E-06
增,jang1,3,3.61122E-06
提示,tai4si6,18,2.16673E-05
吗,ma3,282,0.000339454
乱,lyun6,51,6.13907E-05
噏,kap1,18,2.16673E-05
使唔使,sai2m4sai2,174,0.000209451
可,ho2,76,9.14841E-05
等阵,dang2jan6,111,0.000133615
挑,tiu1,21,2.52785E-05
挨,aai1,32,3.85196E-05
喺唔喺,hai2m4hai2,34,4.09271E-05
唔通,m4tung1,46,5.5372E-05
留,lau4,111,0.000133615
说话,syut3wa6,10,1.20374E-05
下次,ha6chi3,154,0.000185376
理,lei5,238,0.00028649
自动,ji6dung6,52,6.25944E-05
机,gei1,245,0.000294916
止,ji2,53,6.37982E-05
十二,sap6yi6,172,0.000207043
计,gai3,282,0.000339454
十几,sap6gei2,76,9.14841E-05
秒,miu5,32,3.85196E-05
老,lou5,158,0.000190191
听得明,teng1dak1ming4,3,3.61122E-06
金鸣坚,gam1ming4gin1,5,6.01869E-06
听唔明,teng1m4ming4,5,6.01869E-06
听唔听得到,teng1m4teng1dak1dou3,40,4.81496E-05
等间,dang2gaan1,3,3.61122E-06
开唔开门,hoi1m4hoi1mun4,1,1.20374E-06
隔离,gaak3lei4,9,1.08336E-05
到嚟,dou3lai4,14,1.68523E-05
依轮,yi1leun4,2,2.40748E-06
对,deui3,283,0.000340658
哈佛,ha1fat6,1,1.20374E-06
项目,hong6muk6,23,2.7686E-05
毕业,bat1yip6,44,5.29645E-05
大计,daai6gai3,1,1.20374E-06
掂,din6,145,0.000174542
得去,dak1heui3,1,1.20374E-06
借助,je3jo6,3,3.61122E-06
书友,syu1yau5,1,1.20374E-06
即使,jik1sai2,5,6.01869E-06
人呀,yan4a4,1,1.20374E-06
力量,lik6leung6,2,2.40748E-06
靠,kaau3,40,4.81496E-05
同学仔,tung4hok6jai2,12,1.44449E-05
出生,cheut1saang1,2,2.40748E-06
显贵,hin2gwai3,1,1.20374E-06
关系网,gwaan1hai6mong5,2,2.40748E-06
两回事,leung5wui4si6,2,2.40748E-06
期,kei4,35,4.21309E-05
期课,kei4fo3,1,1.20374E-06
建议,gin3yi5,9,1.08336E-05
深造,sam1chou5,3,3.61122E-06
去唔去,heui3m4heui3,146,0.000175746
大海捞针,daai6hoi2laau1jam1,1,1.20374E-06
高级班,gou1kap1baan1,1,1.20374E-06
还是,waan4si6,39,4.69458E-05
资本,ji1bun2,6,7.22243E-06
运作,wan6jok3,2,2.40748E-06
资金,ji1gam1,39,4.69458E-05
斋讲,jaai1gong2,1,1.20374E-06
实现,sat6yin6,1,1.20374E-06
入边,yap6bin1,124,0.000149264
人事,yan4si6,4,4.81496E-06
巴闭,ba1bai3,6,7.22243E-06
实事,sat6si6,1,1.20374E-06
讲句,gong2geui3,1,1.20374E-06
边有,bin1yau5,27,3.25009E-05
斋,jaai1,28,3.37047E-05
吹,cheui1,23,2.7686E-05
提携,tai4kwai4,2,2.40748E-06
即,jik1,267,0.000321398
头,tau4,174,0.000209451
是,si6,55,6.62056E-05
将,jeung1,106,0.000127596
纳入,naap6yap6,2,2.40748E-06
关系,gwaan1hai6,22,2.64823E-05
里面,leui5min6,55,6.62056E-05
合作,hap6jok3,8,9.62991E-06
机会,gei1wui6,73,8.78729E-05
斋噏,jaai1ap1,1,1.20374E-06
人员,yan4yun4,7,8.42617E-06
精英,jing1ying1,9,1.08336E-05
花,fa1,59,7.10206E-05
谈心,taam4sam1,2,2.40748E-06
脚踏,geuk3daap6,1,1.20374E-06
实地,sat6dei6,1,1.20374E-06
老本行,lou5bun2hong2,7,8.42617E-06
林,lam4,13,1.56486E-05
星期日,sing1kei4yat6,201,0.000241952
顺唔顺利,seun6m4seun6lei6,8,9.62991E-06
做得,jou6dak1,7,8.42617E-06
坎坷,ham1ho1,2,2.40748E-06
顺利,seun6lei6,13,1.56486E-05
路线,lou6sin3,10,1.20374E-05
深访,sam1fong2,1,1.20374E-06
周慧豪,jau1wai6hou4,1,1.20374E-06
信任,seun3yam6,4,4.81496E-06
差不多,cha1bat1do1,11,1.32411E-05
钟头,jung1tau4,85,0.000102318
办理,baan6lei5,2,2.40748E-06
过程,go3ching4,8,9.62991E-06
中,jung1,100,0.000120374
手续,sau2juk6,14,1.68523E-05
轮,leun4,91,0.00010954
快递,faai3dai6,19,2.2871E-05
课堂,fo3tong4,6,7.22243E-06
英雄,ying1hung4,5,6.01869E-06
代表,doi6biu2,9,1.08336E-05
现实,yin6sat6,13,1.56486E-05
生活中,sang1wut6jung1,3,3.61122E-06
讲到,gong2dou3,21,2.52785E-05
如何,yu4ho4,24,2.88897E-05
出入,cheut1yap6,6,7.22243E-06
虽然,seui1yin4,36,4.33346E-05
意向,yi3heung3,2,2.40748E-06
心态,sam1taai3,7,8.42617E-06
向往,heung3wong5,3,3.61122E-06
美好,mei5hou2,2,2.40748E-06
凭空,pang4hung1,1,1.20374E-06
想象,seung2jeung6,4,4.81496E-06
愿意,yun6yi3,7,8.42617E-06
意向度,yi3heung3dou6,1,1.20374E-06
愿违,yun6wai4,1,1.20374E-06
容易,yung4yi6,65,7.8243E-05
九十九,gau2a6gau2,19,2.2871E-05
刹车,saat3che1,4,4.81496E-06
嗱,la4,444,0.00053446
原因,yun4yan1,16,1.92598E-05
搞掂,gaau2din6,171,0.000205839
学习,hok6jaap6,43,5.17608E-05
放弃,fong3hei3,4,4.81496E-06
工作,gung1jok3,122,0.000146856
搞唔掂,gaau2m4din6,6,7.22243E-06
人生,yan4sang1,12,1.44449E-05
道理,dou6lei5,11,1.32411E-05
上课,seung5fo3,121,0.000145652
出发点,cheut1faat3dim2,2,2.40748E-06
提升,tai4sing1,1,1.20374E-06
过多,go3do1,11,1.32411E-05
停留,ting4lau4,3,3.61122E-06
忽略,fat1leuk6,2,2.40748E-06
实践,sat6chin5,1,1.20374E-06
纸上谈兵,ji2seung6taam4bing1,1,1.20374E-06
作废,jok3fai3,1,1.20374E-06
落去,lok6heui3,255,0.000306953
纯洁,seun4git3,1,1.20374E-06
回事,wui4si6,3,3.61122E-06
相信,seung1seun3,16,1.92598E-05
亦,yik6,18,2.16673E-05
人士,yan4si6,8,9.62991E-06
专注,jyun1jyu3,1,1.20374E-06
放低,fong3dai1,8,9.62991E-06
走嚟,jau2lai4,17,2.04636E-05
呱呱嘈,gwa1gwa1chou4,2,2.40748E-06
口号,hau2hou6,1,1.20374E-06
成功,sing4gung1,17,2.04636E-05
分享,fan1heung2,6,7.22243E-06
炫耀,yun4yiu6,2,2.40748E-06
呼吸,fu1kap1,3,3.61122E-06
法则,faat3jak1,1,1.20374E-06
不,bat1,90,0.000108336
耐性,loi6sing3,4,4.81496E-06
揾钱,wan2chin2,19,2.2871E-05
前面,chin4min6,23,2.7686E-05
卌五,se3m5,4,4.81496E-06
后边,hau6bin1,47,5.65757E-05
卅,sa1,32,3.85196E-05
高兴,gou1hing1,25,3.00935E-05
扽,dan3,4,4.81496E-06
句,geui3,107,0.0001288
重要,jung6yiu3,15,1.80561E-05
可有可无,ho2yau5ho2mou4,1,1.20374E-06
第三,dai6saam1,18,2.16673E-05
混乱,wan6lyun6,3,3.61122E-06
由于,yau4yu1,4,4.81496E-06
导致,dou6ji3,5,6.01869E-06
浪费,long6fai3,27,3.25009E-05
欧伟,au1wai5,1,1.20374E-06
特,dak6,1,1.20374E-06
件,gin6,235,0.000282879
连,lin4,78,9.38916E-05
姓,sing3,29,3.49084E-05
结果,git3go2,29,3.49084E-05
隔,gaak3,46,5.5372E-05
卌,se3,12,1.44449E-05
左边,jo2bin1,5,6.01869E-06
信,seun3,87,0.000104725
右边,yau6bin1,5,6.01869E-06
老母,lou5mou5,73,8.78729E-05
死唔死,sei2m4sei2,5,6.01869E-06
心机,sam1gei1,30,3.61122E-05
估,gu2,53,6.37982E-05
重,jung6,73,8.78729E-05
何必,ho4bit1,3,3.61122E-06
赢,yeng4,82,9.87066E-05
着唔着紧,jeuk6m4jeuk6gan2,1,1.20374E-06
答,daap3,40,4.81496E-05
二十五,yi6a6m5,3,3.61122E-06
抢答,cheung2daap3,1,1.20374E-06
作为,jok3wai4,10,1.20374E-05
工,gung1,154,0.000185376
空间,hung1gaan1,26,3.12972E-05
开唔开心,hoi1m4hoi1sam1,10,1.20374E-05
